title,rated,released,runtime,director,writer,actors,plot,language,country,awards,metascore,imdbrating,imdbvotes,dvd,boxoffice,response,genre,star,budget,gross,year,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating
The Rum Diary,R,2011-10-28,119,Bruce Robinson,"Bruce Robinson, Hunter S. Thompson","Johnny Depp, Giovanni Ribisi, Aaron Eckhart",American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,"English, Spanish, German","United States, United Kingdom",2 wins & 4 nominations,56.0,6.2,101339,14 Feb 2012,13109815.0,True,Comedy,Johnny Depp,45000000.0,30134958.0,2011,6.2,51.0,56.0
Spy Kids 4-D: All the Time in the World,PG,2011-08-19,89,Robert Rodriguez,Robert Rodriguez,"Jessica Alba, Jeremy Piven, Joel McHale","A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",English,United States,6 nominations,37.0,3.5,24680,15 Nov 2011,38538188.0,True,Animation,Jessica Alba,27000000.0,85564310.0,2011,3.5,23.0,37.0
The Divide,R,2012-04-20,112,Xavier Gens,"Karl Mueller, Eron Sheean","Lauren German, Michael Biehn, Milo Ventimiglia","Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",English,"United States, Germany, Canada, France",1 win & 5 nominations,28.0,5.8,36495,17 Apr 2012,0.0,True,Drama,Lauren German,3000000.0,145676.0,2012,5.8,26.0,28.0
Red Riding Hood,PG-13,2011-03-11,100,Catherine Hardwicke,David Leslie Johnson-McGoldrick,"Amanda Seyfried, Lukas Haas, Gary Oldman","Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",English,"United States, Canada",5 nominations,29.0,5.5,110639,14 Jun 2011,37662162.0,True,Fantasy,Amanda Seyfried,42000000.0,90260376.0,2011,5.5,10.0,29.0
The Roommate,PG-13,2011-02-04,91,Christian E. Christiansen,Sonny Mallhi,"Minka Kelly, Leighton Meester, Cam Gigandet","When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",English,United States,7 nominations,23.0,4.8,38051,17 May 2011,37300000.0,True,Drama,Minka Kelly,16000000.0,40492652.0,2011,4.8,3.0,23.0
Salmon Fishing in the Yemen,PG-13,2012-04-20,107,Lasse Hallström,"Simon Beaufoy, Paul Torday, Fuad Al-Qrize","Ewan McGregor, Emily Blunt, Amr Waked",A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,"English, Arabic, Mandarin",United Kingdom,6 nominations,58.0,6.8,63863,17 Jul 2012,9047981.0,True,Comedy,Ewan McGregor,0.0,34564651.0,2012,6.8,67.0,58.0
Monte Carlo,PG,2011-07-01,109,Thomas Bezucha,"Thomas Bezucha, April Blair, Maria Maggenti","Selena Gomez, Leighton Meester, Katie Cassidy",Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,English,"Hungary, United States, France",5 nominations,43.0,5.8,43682,18 Oct 2011,23186769.0,True,Adventure,Selena Gomez,20000000.0,39782683.0,2011,5.8,40.0,43.0
The Rite,PG-13,2011-01-28,114,Mikael Håfström,"Michael Petroni, Matt Baglio","Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds",American seminary student Michael Kovak (Colin O'Donaghue) travels to Italy to take an exorcism course.,"English, Welsh, Italian, Latin, Russian, Hungarian","United States, Hungary, Italy",1 win & 5 nominations,38.0,6.0,95606,17 May 2011,33047633.0,True,Drama,Colin O'Donoghue,37000000.0,96560591.0,2011,6.0,21.0,38.0
New Year's Eve,PG-13,2011-12-09,118,Garry Marshall,Katherine Fugate,"Sarah Jessica Parker, Jessica Biel, Ashton Kutcher",The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.,English,United States,2 wins & 8 nominations,22.0,5.7,85000,01 May 2012,54544638.0,True,Comedy,Sarah Jessica Parker,56000000.0,142044638.0,2011,5.7,7.0,22.0
Sound of My Voice,R,2012-08-03,85,Zal Batmanglij,"Zal Batmanglij, Brit Marling","Christopher Denham, Nicole Vicius, Brit Marling",Two documentary filmmakers attempt to penetrate a cult who worships a woman who claims to be from the future.,English,United States,1 win & 8 nominations,67.0,6.6,21734,02 Oct 2012,408015.0,True,Drama,Christopher Denham,135000.0,424088.0,2012,6.6,75.0,67.0
W.E.,R,2012-01-20,119,Madonna,"Madonna, Alek Keshishian","Abbie Cornish, James D'Arcy, Andrea Riseborough","The affair between King Edward VIII and American divorcée Wallis Simpson, and a contemporary romance between a married woman and a Russian security guard.","English, French, Russian",United Kingdom,Nominated for 1 Oscar. 4 wins & 6 nominations total,37.0,6.3,12727,01 May 2012,583455.0,True,Drama,Abbie Cornish,15000000.0,2042203.0,2012,6.3,12.0,37.0
Goon,R,2012-02-24,92,Michael Dowse,"Jay Baruchel, Evan Goldberg, Adam Frattasio","Seann William Scott, Jay Baruchel, Alison Pill","Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.","English, French","United States, Canada",1 win & 13 nominations,64.0,6.8,86016,29 May 2012,4168528.0,True,Comedy,Seann William Scott,0.0,6985158.0,2012,6.8,81.0,64.0
Extremely Loud & Incredibly Close,PG-13,2012-01-20,129,Stephen Daldry,"Eric Roth, Jonathan Safran Foer","Thomas Horn, Tom Hanks, Sandra Bullock","A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.",English,United States,Nominated for 2 Oscars. 8 wins & 26 nominations total,46.0,6.9,100663,27 Mar 2012,31847881.0,True,Adventure,Thomas Horn,40000000.0,55247881.0,2012,6.9,45.0,46.0
Alvin and the Chipmunks: Chipwrecked,G,2011-12-16,87,Mike Mitchell,"Jonathan Aibel, Glenn Berger, Ross Bagdasarian","Justin Long, Matthew Gray Gubler, Jesse McCartney","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",English,United States,2 wins & 1 nomination,24.0,4.4,34111,27 Mar 2012,133110742.0,True,Animation,Justin Long,75000000.0,342695435.0,2011,4.4,12.0,24.0
House of Tolerance,Not Rated,2011-11-25,122,Bertrand Bonello,Bertrand Bonello,"Noémie Lvovsky, Hafsia Herzi, Céline Sallette","At an elegant Parisian bordello at the dawn of the 20th century, exists a cloistered world of pleasure, pain, hope, rivalries, and most of all, slavery.",French,France,6 wins & 15 nominations,75.0,6.7,6777,13 Mar 2012,19327.0,True,Drama,Noémie Lvovsky,0.0,1389920.0,2011,6.7,83.0,75.0
Our Idiot Brother,R,2011-08-26,90,Jesse Peretz,"Jesse Peretz, Evgenia Peretz, David Schisgall","Paul Rudd, Elizabeth Banks, Zooey Deschanel",A comedy centered on an idealist who barges into the lives of his three sisters.,English,United States,NA,60.0,6.4,86694,02 Nov 2011,24816118.0,True,Comedy,Paul Rudd,5000000.0,25804448.0,2011,6.4,70.0,60.0
Weekend,Not Rated,2011-11-04,97,Andrew Haigh,Andrew Haigh,"Tom Cullen, Chris New, Jonathan Race","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",English,United Kingdom,24 wins & 23 nominations,81.0,7.6,29599,01 Apr 2014,484592.0,True,Drama,Tom Cullen,0.0,1192003.0,2011,7.6,95.0,81.0
360,R,2012-07-25,110,Fernando Meirelles,"Peter Morgan, Arthur Schnitzler","Rachel Weisz, Jude Law, Anthony Hopkins","A modern and stylish kaleidoscope of interconnected love and relationships linking characters from different cities and countries in a vivid, suspenseful and deeply moving tale of romantic life in the 21st century.","English, German, Arabic, French, Portuguese, Russian, Slovak","United Kingdom, Austria, France, Canada, Brazil, United States",3 nominations,43.0,6.2,16710,06 Nov 2012,100343.0,True,Drama,Rachel Weisz,0.0,4396975.0,2012,6.2,20.0,43.0
Sanctum,R,2011-02-04,108,Alister Grierson,"John Garvin, Andrew Wight","Rhys Wakefield, Allison Cratchley, Christopher James Baker",An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,English,"United States, Australia",1 win & 1 nomination,42.0,5.9,55140,07 Jun 2011,23209310.0,True,Action,Rhys Wakefield,30000000.0,108609310.0,2011,5.9,30.0,42.0
The Big Year,PG,2011-10-14,100,David Frankel,"Howard Franklin, Mark Obmascik","Owen Wilson, Jack Black, Steve Martin","Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",English,United States,1 win,53.0,6.2,44373,31 Jan 2012,7204138.0,True,Comedy,Owen Wilson,41000000.0,8179416.0,2011,6.2,42.0,53.0
Jo Nesbø's Headhunters,R,2011-08-26,96,Morten Tyldum,"Ulf Ryberg, Lars Gudmestad, Jo Nesbø","Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau",An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,"Norwegian, Danish, Russian, English","Norway, Sweden, Denmark, Germany",Nominated for 1 BAFTA Film Award8 wins & 17 nominations total,72.0,7.5,100399,28 Aug 2012,1200010.0,True,Action,Aksel Hennie,0.0,18962444.0,2011,7.5,93.0,72.0
Red State,R,2011-09-30,88,Kevin Smith,Kevin Smith,"Michael Parks, Melissa Leo, John Goodman","Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",English,United States,3 wins & 8 nominations,50.0,6.2,63849,18 Oct 2011,1104682.0,True,Action,Michael Parks,4000000.0,1874460.0,2011,6.2,61.0,50.0
Trespass,R,2011-10-21,91,Joel Schumacher,Karl Gajdusek,"Nicolas Cage, Nicole Kidman, Cam Gigandet","As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception.",English,"United States, Bulgaria",2 nominations,37.0,5.3,42895,01 Nov 2011,24094.0,True,Action,Bill Paxton,14000000.0,13249535.0,2011,5.3,11.0,37.0
Trespass,R,2011-10-21,91,Joel Schumacher,Karl Gajdusek,"Nicolas Cage, Nicole Kidman, Cam Gigandet","As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception.",English,"United States, Bulgaria",2 nominations,37.0,5.3,42895,01 Nov 2011,24094.0,True,Crime,Nicolas Cage,35000000.0,10117966.0,2011,5.3,11.0,37.0
Machine Gun Preacher,R,2011-11-02,129,Marc Forster,"Jason Keller, Ian Urbina","Gerard Butler, Michelle Monaghan, Michael Shannon",Sam Childers is a former drug-dealing biker tough guy who found God and became a crusader for hundreds of Sudanese children who've been forced to become soldiers.,"English, Arabic, Acholi",United States,2 nominations,43.0,6.8,65285,05 Jun 2012,538690.0,True,Action,Gerard Butler,30000000.0,3338690.0,2011,6.8,28.0,43.0
From Up on Poppy Hill,PG,2011-07-16,91,Gorô Miyazaki,"Tetsurô Sayama, Hayao Miyazaki, Keiko Niwa","Sarah Bolger, Chris Noth, Anton Yelchin",A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.,Japanese,Japan,6 wins & 11 nominations,71.0,7.4,41015,18 Dec 2014,1002895.0,True,Animation,Sarah Bolger,22000000.0,61487846.0,2011,7.4,86.0,71.0
30 Minutes or Less,R,2011-08-12,83,Ruben Fleischer,"Michael Diliberti, Matthew Sullivan","Jesse Eisenberg, Danny McBride, Nick Swardson","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...","English, German, Spanish",United States,NA,49.0,6.1,98341,29 Nov 2011,37053924.0,True,Action,Jesse Eisenberg,28000000.0,40662632.0,2011,6.1,45.0,49.0
The Iron Lady,PG-13,2012-01-13,105,Phyllida Lloyd,Abi Morgan,"Meryl Streep, Jim Broadbent, Richard E. Grant","An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.",English,"United Kingdom, France",Won 2 Oscars. 25 wins & 47 nominations total,52.0,6.4,107101,10 Apr 2012,30017992.0,True,Biography,Meryl Streep,13000000.0,115890699.0,2012,6.4,52.0,52.0
Your Sister's Sister,R,2012-06-29,90,Lynn Shelton,Lynn Shelton,"Mark Duplass, Emily Blunt, Rosemarie DeWitt",Iris invites her friend Jack to stay at her family's island getaway after his brother's death. Jack's drunken encounter with Iris' sister Hannah at their remote cabin kicks off a revealing stretch of days.,English,United States,2 wins & 8 nominations,72.0,6.7,27206,06 Nov 2012,1636190.0,True,Comedy,Mark Duplass,125000.0,3242802.0,2012,6.7,83.0,72.0
Mr. Popper's Penguins,PG,2011-06-17,94,Mark Waters,"Sean Anders, John Morris, Jared Stern","Jim Carrey, Carla Gugino, Angela Lansbury","The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.",English,United States,1 win & 3 nominations,53.0,6.0,93837,06 Dec 2011,68224452.0,True,Comedy,Jim Carrey,55000000.0,187361754.0,2011,6.0,47.0,53.0
Texas Killing Fields,R,2011-10-14,105,Ami Canaan Mann,Don Ferrarone,"Sam Worthington, Jeffrey Dean Morgan, Chloë Grace Moretz","In the Texas bayous, a local homicide detective teams up with a cop from New York City to investigate a series of unsolved murders.",English,United States,4 wins & 3 nominations,49.0,5.7,19852,31 Jan 2012,45469.0,True,Crime,Sam Worthington,0.0,1271319.0,2011,5.7,37.0,49.0
Take This Waltz,R,2012-07-06,116,Sarah Polley,Sarah Polley,"Michelle Williams, Seth Rogen, Sarah Silverman",A happily married woman falls for the artist who lives across the street.,English,"Canada, Spain, Japan",3 wins & 19 nominations,68.0,6.6,28160,25 Sep 2012,1239692.0,True,Comedy,Michelle Williams,0.0,4965950.0,2012,6.6,79.0,68.0
A Good Old Fashioned Orgy,R,2011-09-02,95,"Alex Gregory, Peter Huyck","Alex Gregory, Peter Huyck","Jason Sudeikis, Leslie Bibb, Tyler Labine",A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,English,United States,NA,44.0,6.1,22289,23 Dec 2011,200227.0,True,Comedy,Jason Sudeikis,0.0,1378947.0,2011,6.1,35.0,44.0
Special Forces,R,2011-11-02,109,Stéphane Rybojad,"Stéphane Rybojad, Michael Cooper, Emmanuelle Collomp","Diane Kruger, Djimon Hounsou, Benoît Magimel",A French journalist in Afghanistan is kidnapped by the Taliban.,"French, English",France,1 nomination,37.0,6.4,18588,19 Feb 2013,10759.0,True,Action,Diane Kruger,0.0,3424648.0,2011,6.4,15.0,37.0
Courageous,PG-13,2011-09-30,129,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Alex Kendrick, Ken Bevel, Kevin Downes","When a tragedy strikes close to home, four police officers struggle with their faith and their roles as husbands and fathers. Together they make a decision that will change all of their lives.",English,United States,2 wins & 3 nominations,42.0,7.0,20321,17 Jan 2012,35017223.0,True,Drama,Alex Kendrick,2000000.0,35185884.0,2011,7.0,36.0,42.0
Apollo 18,PG-13,2011-09-02,86,Gonzalo López-Gallego,"Brian Miller, Cory Goodman","Warren Christie, Lloyd Owen, Ryan Robbins","Decades-old found footage from NASA's abandoned Apollo 18 mission, where three American astronauts were sent on a secret expedition, reveals the reason the U.S. has never returned to the moon.",English,"United States, Canada",1 win & 2 nominations,24.0,5.2,55247,27 Dec 2011,17687709.0,True,Horror,Warren Christie,5000000.0,26236153.0,2011,5.2,23.0,24.0
Anonymous,PG-13,2011-10-28,130,Roland Emmerich,John Orloff,"Rhys Ifans, Vanessa Redgrave, David Thewlis","The theory that it was in fact Edward De Vere, Earl of Oxford, who penned Shakespeare's plays. Set against the backdrop of the succession of Queen Elizabeth I and the Essex rebellion against her.","English, French, Italian, Greek, Ancient (to 1453)","United Kingdom, Germany, United States",Nominated for 1 Oscar. 7 wins & 12 nominations total,50.0,6.9,40376,07 Feb 2012,4463292.0,True,Drama,Rhys Ifans,30000000.0,15395087.0,2011,6.9,45.0,50.0
Hop,PG,2011-04-01,95,Tim Hill,"Cinco Paul, Ken Daurio, Brian Lynch","Russell Brand, James Marsden, Elizabeth Perkins","E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","English, Chinese, Spanish, French, Ukrainian",United States,2 nominations,41.0,5.4,33312,23 Mar 2012,108085305.0,True,Animation,Russell Brand,63000000.0,183954145.0,2011,5.4,24.0,41.0
